"Comparison","Taxon","species","average","overall","sd","ratio","ava","avb","ord","cusum","p"
"2019_2021","Polyarthra","Polyarthra",0.0260151683206567,0.475240463955597,0.0256870496568818,1.01277369990551,0.111572163626995,0.131253568760829,8,0.720595392323978,0.883
"2019_2021","Conochiloides","Conochiloides",0.0241608580936224,0.475240463955597,0.0220883292907252,1.09382913373025,0.038519308135407,0.133215387348759,21,0.997899889654937,0.091
"2019_2021","Daphnia","Daphnia",0.023386207644372,0.475240463955597,0.0189434983811305,1.23452422429359,0.16436457132988,0.111514945766216,7,0.17256185958006,0.381
"2019_2023","Kellicottia","Kellicottia",0.0846201360565738,0.485285660365038,0.0599135579020644,1.41237040529116,0.484826258816067,0.152190557776558,20,0.692689644282552,0.005
"2019_2023","Conochilus","Conochilus",0.0601950494861629,0.485285660365038,0.049320506306566,1.22048725761254,0.18047117732188,0.316835591449292,2,0.565574895199068,0.138
"2019_2023","Keratella","Keratella",0.0489903901225117,0.485285660365038,0.0415904632575951,1.17792364607925,0.31227359438118,0.293562518745821,4,0.63899445974013,0.564
"2019_2023","Nauplii","Nauplii",0.042714724434207,0.485285660365038,0.0295150038746371,1.44722069546848,0.454241643257532,0.476483492611539,6,0.39936390356036,0.155
"2019_2023","Cyclopoida","Cyclopoida",0.0379450864031111,0.485285660365038,0.0277918873681868,1.36532959782165,0.236436355624204,0.33839030119054,5,0.298412249465202,0.026
"2019_2023","Bosmina","Bosmina",0.0356294618620231,0.485285660365038,0.051386940678707,0.693356354580313,0.0695028495115182,0.146032566099132,3,0.487383657537999,0.092
"2019_2023","Gastropus","Gastropus",0.0260575030890915,0.485285660365038,0.0231634362112155,1.12494117243601,0.138896092010177,0.0638813270095342,22,1,0.118
"2019_2023","Conochiloides","Conochiloides",0.0256790796362869,0.485285660365038,0.0291916233957098,0.879672887259188,0.038519308135407,0.119404316948794,23,0.998862767156954,0.094
"2019_2023","Daphnia","Daphnia",0.0211968143955738,0.485285660365038,0.0202714897467929,1.04564660320178,0.16436457132988,0.0895665884259459,7,0.174371804006987,0.614
"2019_2023","Polyarthra","Polyarthra",0.021180180821459,0.485285660365038,0.0199547215617537,1.0614119949463,0.111572163626995,0.132698222647032,19,0.745605033575058,0.942
"2020_2021","Keratella","Keratella",0.0528876425211335,0.437730273552961,0.0393322359690233,1.34463859524249,0.285169668747016,0.396645297248365,8,0.540496372526951,0.314
"2020_2021","Conochilus","Conochilus",0.0521355550842381,0.437730273552961,0.0446254000892073,1.16829328095698,0.211569510284846,0.23062871039071,20,0.468033177603995,0.433
"2020_2021","Nauplii","Nauplii",0.0349157356518034,0.437730273552961,0.0239627201643778,1.45708564855287,0.53596889941635,0.48657988033373,3,0.319692152250109,0.586
"2020_2021","Bosmina","Bosmina",0.0325656671628712,0.437730273552961,0.027004238438921,1.20594651230507,0.0965324908371447,0.183614487643338,4,0.394088805007394,0.157
"2020_2021","Gastropus","Gastropus",0.032367690444412,0.437730273552961,0.0248783839733997,1.30103669430538,0.180680080997526,0.0668054590796527,22,1,0.01
"2020_2021","Polyarthra","Polyarthra",0.0317193341361471,0.437730273552961,0.0319087794011848,0.994062910941977,0.123263035848824,0.131253568760829,2,0.679414672008354,0.481
"2020_2021","Conochiloides","Conochiloides",0.0306737133090826,0.437730273552961,0.024573614476292,1.24823775267883,0.150833065558096,0.133215387348759,21,0.997852860064398,0.01
"2020_2021","Cyclopoida","Cyclopoida",0.0301350319244241,0.437730273552961,0.0256898203603969,1.17303396838383,0.354030304156497,0.378402064238422,5,0.23992674016563,0.229
"2020_2021","Daphnia","Daphnia",0.0277627171529148,0.437730273552961,0.0212769072649871,1.30482860159854,0.191713915630978,0.111514945766216,6,0.120822446416274,0.057
"2020_2021","Ceriodaphnia","Ceriodaphnia",0.0261130255386174,0.437730273552961,0.0200395470223669,1.30307464083254,0.13431501949146,0.0707773356281181,12,0.95844228721094,0.279
"2020_2023","Conochilus","Conochilus",0.0621404797506972,0.476620281355689,0.0483147325232135,1.28616006972285,0.211569510284846,0.316835591449292,4,0.479251028935368,0.115
"2020_2023","Keratella","Keratella",0.0527023665897987,0.476620281355689,0.0435198875531664,1.21099500832612,0.285169668747016,0.293562518745821,7,0.553145141043977,0.388
"2020_2023","Cyclopoida","Cyclopoida",0.0394190844131675,0.476620281355689,0.0313942685556075,1.25561404124915,0.354030304156497,0.33839030119054,6,0.240952495797785,0.033
"2020_2023","Nauplii","Nauplii",0.0378856772452855,0.476620281355689,0.0303154348069544,1.24971577965276,0.53596889941635,0.476483492611539,2,0.323657923903036,0.383
"2020_2023","Bosmina","Bosmina",0.0362731522522299,0.476620281355689,0.045359162355621,0.79968743619744,0.0965324908371447,0.146032566099132,3,0.403146100817213,0.122
"2020_2023","Kellicottia","Kellicottia",0.035219432503734,0.476620281355689,0.0308187462524772,1.1427925138552,0.0963314183773063,0.152190557776558,19,0.625546441565493,0.972
"2020_2023","Conochiloides","Conochiloides",0.0345079282250826,0.476620281355689,0.0300500478888759,1.14834852685399,0.150833065558096,0.119404316948794,13,1,0.004
"2020_2023","Polyarthra","Polyarthra",0.030188977240154,0.476620281355689,0.0264202078772741,1.14264722595622,0.123263035848824,0.132698222647032,8,0.688886123952246,0.566
"2020_2023","Gastropus","Gastropus",0.0301684134029265,0.476620281355689,0.024732660853441,1.21978033749366,0.180680080997526,0.0638813270095342,10,1,0.047
"2020_2023","Daphnia","Daphnia",0.0275478679315306,0.476620281355689,0.0223792374750447,1.23095650431564,0.191713915630978,0.0895665884259459,5,0.130377330091674,0.114
"2021_2023","Conochilus","Conochilus",0.0628088913188473,0.454636994206938,0.0494073807970492,1.27124511167365,0.23062871039071,0.316835591449292,7,0.546644617388757,0.1
"2021_2023","Keratella","Keratella",0.05663624006884,0.454636994206938,0.0448821721044542,1.26188723524857,0.396645297248365,0.293562518745821,2,0.628467121816567,0.189
"2021_2023","Bosmina","Bosmina",0.0461662005198591,0.454636994206938,0.0446026187901738,1.03505582793335,0.183614487643338,0.146032566099132,3,0.46256472700181,0.007
"2021_2023","Nauplii","Nauplii",0.0446877052027092,0.454636994206938,0.0344517317498756,1.29711056405374,0.48657988033373,0.476483492611539,4,0.36427157054484,0.134
"2021_2023","Kellicottia","Kellicottia",0.0382258286387704,0.454636994206938,0.0301172397409218,1.26923413193245,0.134901666793164,0.152190557776558,19,0.699387983333988,0.958
"2021_2023","Cyclopoida","Cyclopoida",0.0371995374715433,0.454636994206938,0.0258284099418703,1.44025658394245,0.378402064238422,0.33839030119054,6,0.262726379308498,0.049
"2021_2023","Conochiloides","Conochiloides",0.0322432473068472,0.454636994206938,0.0262843978494814,1.22670671367437,0.133215387348759,0.119404316948794,22,1,0.015
"2021_2023","Polyarthra","Polyarthra",0.0294956378933748,0.454636994206938,0.0302357457447665,0.975522090388003,0.131253568760829,0.132698222647032,8,0.764265321230405,0.619
"2021_2023","Daphnia","Daphnia",0.0192109890811912,0.454636994206938,0.0131841627051564,1.4571262135348,0.111514945766216,0.0895665884259459,5,0.138151738901957,0.797
"2021_2023","Gastropus","Gastropus",0.01752639840025,0.454636994206938,0.0148920119205217,1.17689929969086,0.0668054590796527,0.0638813270095342,10,1,0.591
