"Reservoir","DateTime","Taxon","size","sd"
"BVR",2016-08-03,"Kellicottia",NA,NA
"BVR",2016-08-03,"Polyarthra",NA,NA
"BVR",2016-08-03,"Rotifera",NA,NA
"BVR",2016-08-03,"Cladocera",0.32,NA
"BVR",2016-08-03,"Copepoda",0.43,0.0282842712474619
"BVR",2016-08-04,"Daphnia",0.5775,0.0607590871118606
"BVR",2016-08-04,"Calanoida",NA,NA
"BVR",2016-08-04,"Cyclopoida",0.39,NA
"BVR",2016-08-04,"Nauplii",NA,NA
"BVR",2016-08-04,"Bosmina",NA,NA
"BVR",2016-08-04,"Ceriodaphnia",0.3,NA
"BVR",2016-08-04,"Ascomorpha",NA,NA
"BVR",2016-08-04,"Conochilus",NA,NA
"BVR",2016-08-04,"Keratella",NA,NA
"BVR",2016-08-04,"Trichocerca",NA,NA
"BVR",2016-08-04,"Kellicottia",NA,NA
"BVR",2016-08-04,"Polyarthra",NA,NA
"BVR",2016-08-04,"Rotifera",NA,NA
"BVR",2016-08-04,"Cladocera",0.522,0.134796142378037
"BVR",2016-08-04,"Copepoda",0.39,NA
"BVR",2016-08-11,"Daphnia",0.52,NA
"BVR",2016-08-11,"Calanoida",NA,NA
"BVR",2016-08-11,"Cyclopoida",0.42,NA
"BVR",2016-08-11,"Nauplii",NA,NA
"BVR",2016-08-11,"Bosmina",NA,NA
"BVR",2016-08-11,"Ceriodaphnia",NA,NA
"BVR",2016-08-11,"Ascomorpha",NA,NA
"BVR",2016-08-11,"Conochilus",NA,NA
"BVR",2016-08-11,"Keratella",NA,NA
"BVR",2016-08-11,"Trichocerca",NA,NA
"BVR",2016-08-11,"Kellicottia",NA,NA
"BVR",2016-08-11,"Polyarthra",NA,NA
"BVR",2016-08-11,"Rotifera",NA,NA
"BVR",2016-08-11,"Cladocera",0.52,NA
"BVR",2016-08-11,"Copepoda",0.42,NA
"BVR",2016-08-23,"Daphnia",NA,NA
"BVR",2016-08-23,"Calanoida",NA,NA
"BVR",2016-08-23,"Cyclopoida",0.39,NA
"BVR",2016-08-23,"Nauplii",NA,NA
"BVR",2016-08-23,"Bosmina",NA,NA
"BVR",2016-08-23,"Ceriodaphnia",0.35,NA
"BVR",2016-08-23,"Ascomorpha",NA,NA
"BVR",2016-08-23,"Conochilus",NA,NA
"BVR",2016-08-23,"Keratella",NA,NA
"BVR",2016-08-23,"Trichocerca",NA,NA
"BVR",2016-08-23,"Kellicottia",NA,NA
"BVR",2016-08-23,"Polyarthra",NA,NA
"BVR",2016-08-23,"Rotifera",NA,NA
"BVR",2016-08-23,"Cladocera",0.35,NA
"BVR",2016-08-23,"Copepoda",0.39,NA
"BVR",2016-09-06,"Daphnia",0.555,0.00707106781186548
"BVR",2016-09-06,"Calanoida",NA,NA
"BVR",2016-09-06,"Cyclopoida",0.47,NA
"BVR",2016-09-06,"Nauplii",NA,NA
"BVR",2016-09-06,"Bosmina",NA,NA
"BVR",2016-09-06,"Ceriodaphnia",0.37,NA
"BVR",2016-09-06,"Ascomorpha",NA,NA
"BVR",2016-09-06,"Conochilus",NA,NA
"BVR",2016-09-06,"Keratella",NA,NA
"BVR",2016-09-06,"Trichocerca",NA,NA
"BVR",2016-09-06,"Kellicottia",NA,NA
"BVR",2016-09-06,"Polyarthra",NA,NA
"BVR",2016-09-06,"Rotifera",NA,NA
"BVR",2016-09-06,"Cladocera",0.493333333333333,0.106926766215636
"BVR",2016-09-06,"Copepoda",0.47,NA
"BVR",2016-09-27,"Daphnia",NA,NA
"BVR",2016-09-27,"Calanoida",0.625,0.289913780286484
"BVR",2016-09-27,"Cyclopoida",0.39,NA
"BVR",2016-09-27,"Nauplii",NA,NA
"BVR",2016-09-27,"Bosmina",NA,NA
"BVR",2016-09-27,"Ceriodaphnia",0.42,NA
"BVR",2016-09-27,"Ascomorpha",NA,NA
"BVR",2016-09-27,"Conochilus",NA,NA
"BVR",2016-09-27,"Keratella",NA,NA
"BVR",2016-09-27,"Trichocerca",NA,NA
"BVR",2016-09-27,"Kellicottia",NA,NA
"BVR",2016-09-27,"Polyarthra",NA,NA
"BVR",2016-09-27,"Rotifera",NA,NA
"BVR",2016-09-27,"Cladocera",0.42,NA
"BVR",2016-09-27,"Copepoda",0.546666666666667,0.245831920899897
"BVR",2016-10-25,"Daphnia",0.69,NA
"BVR",2016-10-25,"Calanoida",0.68,NA
"BVR",2016-10-25,"Cyclopoida",0.58,NA
"BVR",2016-10-25,"Nauplii",NA,NA
"BVR",2016-10-25,"Bosmina",0.21,NA
"BVR",2016-10-25,"Ceriodaphnia",0.49,NA
"BVR",2016-10-25,"Ascomorpha",NA,NA
"BVR",2016-10-25,"Conochilus",NA,NA
"BVR",2016-10-25,"Keratella",NA,NA
"BVR",2016-10-25,"Trichocerca",NA,NA
"BVR",2016-10-25,"Kellicottia",NA,NA
"BVR",2016-10-25,"Polyarthra",NA,NA
"BVR",2016-10-25,"Rotifera",NA,NA
"BVR",2016-10-25,"Cladocera",0.463333333333333,0.241108550933668
"BVR",2016-10-25,"Copepoda",0.63,0.0707106781186548
"BVR",2019-04-08,"Ascomorpha",NA,NA
"BVR",2019-04-08,"Bosmina",NA,NA
"BVR",2019-04-08,"Calanoida",0.196491228070175,NA
"BVR",2019-04-08,"Ceriodaphnia",0.589473684210526,NA
"BVR",2019-04-08,"Cladocera",0.591387559808612,NA
"BVR",2019-04-08,"Conochilus",NA,NA
"BVR",2019-04-08,"Copepoda",0.319028340080972,NA
"BVR",2019-04-08,"Cyclopoida",0.657894736842105,NA
"BVR",2019-04-08,"Daphnia",0.64812030075188,NA
"BVR",2019-04-08,"Kellicottia",0.115789473684211,NA
"BVR",2019-04-08,"Keratella",0.12,NA
"BVR",2019-04-08,"Nauplii",0.168421052631579,NA
"BVR",2019-04-08,"Polyarthra",0.115789473684211,NA
"BVR",2019-04-08,"Rotifera",0.117408906882591,NA
"BVR",2019-04-08,"Trichocerca",NA,NA
"BVR",2019-04-29,"Ascomorpha",NA,NA
"BVR",2019-04-29,"Bosmina",NA,NA
"BVR",2019-04-29,"Calanoida",NA,NA
"BVR",2019-04-29,"Ceriodaphnia",NA,NA
"BVR",2019-04-29,"Cladocera",0.750657894736842,NA
"BVR",2019-04-29,"Conochilus",0.0842105263157895,NA
"BVR",2019-04-29,"Copepoda",0.303448275862069,NA
"BVR",2019-04-29,"Cyclopoida",0.423481781376518,NA
"BVR",2019-04-29,"Daphnia",0.785964912280702,NA
"BVR",2019-04-29,"Kellicottia",0.111578947368421,NA
"BVR",2019-04-29,"Keratella",0.114473684210526,NA
"BVR",2019-04-29,"Nauplii",0.178195488721805,NA
"BVR",2019-04-29,"Polyarthra",0.0947368421052632,NA
"BVR",2019-04-29,"Rotifera",0.115789473684211,NA
"BVR",2019-04-29,"Trichocerca",NA,NA
"BVR",2019-05-23,"Ascomorpha",NA,NA
"BVR",2019-05-23,"Bosmina",NA,NA
"BVR",2019-05-23,"Calanoida",NA,NA
"BVR",2019-05-23,"Ceriodaphnia",NA,NA
"BVR",2019-05-23,"Cladocera",0.809022556390978,NA
"BVR",2019-05-23,"Conochilus",NA,NA
"BVR",2019-05-23,"Copepoda",0.280332409972299,NA
"BVR",2019-05-23,"Cyclopoida",0.7,NA
"BVR",2019-05-23,"Daphnia",0.831052631578947,NA
"BVR",2019-05-23,"Kellicottia",0.115789473684211,NA
"BVR",2019-05-23,"Keratella",0.103157894736842,NA
"BVR",2019-05-23,"Nauplii",0.168421052631579,NA
"BVR",2019-05-23,"Polyarthra",0.0921052631578947,NA
"BVR",2019-05-23,"Rotifera",0.108771929824561,NA
"BVR",2019-05-23,"Trichocerca",NA,NA
"BVR",2019-06-06,"Ascomorpha",NA,NA
"BVR",2019-06-06,"Bosmina",NA,NA
"BVR",2019-06-06,"Calanoida",NA,NA
"BVR",2019-06-06,"Ceriodaphnia",NA,NA
"BVR",2019-06-06,"Cladocera",0.673684210526316,NA
"BVR",2019-06-06,"Conochilus",NA,NA
"BVR",2019-06-06,"Copepoda",0.17617728531856,NA
"BVR",2019-06-06,"Cyclopoida",0.310526315789474,NA
"BVR",2019-06-06,"Daphnia",0.673684210526316,NA
"BVR",2019-06-06,"Kellicottia",0.105263157894737,NA
"BVR",2019-06-06,"Keratella",0.102105263157895,NA
"BVR",2019-06-06,"Nauplii",0.160371517027864,NA
"BVR",2019-06-06,"Polyarthra",0.115789473684211,NA
"BVR",2019-06-06,"Rotifera",0.121052631578947,NA
"BVR",2019-06-06,"Trichocerca",0.389473684210526,NA
"BVR",2019-06-13,"Ascomorpha",NA,NA
"BVR",2019-06-13,"Bosmina",NA,NA
"BVR",2019-06-13,"Calanoida",0.231578947368421,NA
"BVR",2019-06-13,"Ceriodaphnia",NA,NA
"BVR",2019-06-13,"Cladocera",0.794736842105263,NA
"BVR",2019-06-13,"Conochilus",NA,NA
"BVR",2019-06-13,"Copepoda",0.208049535603715,NA
"BVR",2019-06-13,"Cyclopoida",0.285380116959064,NA
"BVR",2019-06-13,"Daphnia",0.794736842105263,NA
"BVR",2019-06-13,"Kellicottia",0.105263157894737,NA
"BVR",2019-06-13,"Keratella",0.105263157894737,NA
"BVR",2019-06-13,"Nauplii",0.180210526315789,NA
"BVR",2019-06-13,"Polyarthra",0.126315789473684,NA
"BVR",2019-06-13,"Rotifera",0.109695290858726,NA
"BVR",2019-06-13,"Trichocerca",NA,NA
"BVR",2019-06-27,"Ascomorpha",NA,NA
"BVR",2019-06-27,"Bosmina",NA,NA
"BVR",2019-06-27,"Calanoida",0.210526315789474,NA
"BVR",2019-06-27,"Ceriodaphnia",NA,NA
"BVR",2019-06-27,"Cladocera",0.624561403508772,NA
"BVR",2019-06-27,"Conochilus",0.105263157894737,NA
"BVR",2019-06-27,"Copepoda",0.245161290322581,NA
"BVR",2019-06-27,"Cyclopoida",0.388421052631579,NA
"BVR",2019-06-27,"Daphnia",0.624561403508772,NA
"BVR",2019-06-27,"Kellicottia",0.115789473684211,NA
"BVR",2019-06-27,"Keratella",0.0842105263157895,NA
"BVR",2019-06-27,"Nauplii",0.176942355889724,NA
"BVR",2019-06-27,"Polyarthra",NA,NA
"BVR",2019-06-27,"Rotifera",0.122600619195046,NA
"BVR",2019-06-27,"Trichocerca",0.175438596491228,NA
"BVR",2019-07-10,"Ascomorpha",NA,NA
"BVR",2019-07-10,"Bosmina",NA,NA
"BVR",2019-07-10,"Calanoida",0.163157894736842,NA
"BVR",2019-07-10,"Ceriodaphnia",NA,NA
"BVR",2019-07-10,"Cladocera",0.845847953216375,0.198816924207305
"BVR",2019-07-10,"Conochilus",0.0824561403508772,NA
"BVR",2019-07-10,"Copepoda",0.210420470535349,0.0119681879950487
"BVR",2019-07-10,"Cyclopoida",0.350664803033224,0.0226838086333458
"BVR",2019-07-10,"Daphnia",0.887953216374269,0.139271090002123
"BVR",2019-07-10,"Kellicottia",0.103842940685046,0.00213155402208421
"BVR",2019-07-10,"Keratella",0.100417710944027,0.00723496577931839
"BVR",2019-07-10,"Nauplii",0.162093043554159,0.00495188670646196
"BVR",2019-07-10,"Polyarthra",0.171929824561403,0.0334255419004524
"BVR",2019-07-10,"Rotifera",0.124053554939982,0.00834546248360725
"BVR",2019-07-10,"Trichocerca",0.236842105263158,NA
"BVR",2019-07-11,"Ascomorpha",NA,NA
"BVR",2019-07-11,"Bosmina",NA,NA
"BVR",2019-07-11,"Calanoida",NA,NA
"BVR",2019-07-11,"Ceriodaphnia",0.331578947368421,NA
"BVR",2019-07-11,"Cladocera",0.585964912280702,NA
"BVR",2019-07-11,"Conochilus",0.110526315789474,NA
"BVR",2019-07-11,"Copepoda",0.212719298245614,NA
"BVR",2019-07-11,"Cyclopoida",0.35,NA
"BVR",2019-07-11,"Daphnia",1.09473684210526,NA
"BVR",2019-07-11,"Kellicottia",0.106315789473684,NA
"BVR",2019-07-11,"Keratella",0.0982456140350877,NA
"BVR",2019-07-11,"Nauplii",0.154970760233918,NA
"BVR",2019-07-11,"Polyarthra",0.189473684210526,NA
"BVR",2019-07-11,"Rotifera",0.118022328548644,NA
"BVR",2019-07-11,"Trichocerca",0.168421052631579,NA
"BVR",2019-07-18,"Ascomorpha",NA,NA
"BVR",2019-07-18,"Bosmina",NA,NA
"BVR",2019-07-18,"Calanoida",NA,NA
"BVR",2019-07-18,"Ceriodaphnia",NA,NA
"BVR",2019-07-18,"Cladocera",0.789473684210526,NA
"BVR",2019-07-18,"Conochilus",0.112280701754386,NA
"BVR",2019-07-18,"Copepoda",0.205068226120858,NA
"BVR",2019-07-18,"Cyclopoida",0.322105263157895,NA
"BVR",2019-07-18,"Daphnia",0.789473684210526,NA
"BVR",2019-07-18,"Kellicottia",0.110526315789474,NA
"BVR",2019-07-18,"Keratella",0.109473684210526,NA
"BVR",2019-07-18,"Nauplii",0.171428571428571,NA
"BVR",2019-07-18,"Polyarthra",0.175438596491228,NA
"BVR",2019-07-18,"Rotifera",0.121222410865874,NA
"BVR",2019-07-18,"Trichocerca",0.178947368421053,NA
"BVR",2019-07-24,"Ascomorpha",NA,NA
"BVR",2019-07-24,"Bosmina",0.294736842105263,NA
"BVR",2019-07-24,"Calanoida",0.240789473684211,NA
"BVR",2019-07-24,"Ceriodaphnia",0.38421052631579,NA
"BVR",2019-07-24,"Cladocera",0.55,NA
"BVR",2019-07-24,"Conochilus",0.111842105263158,NA
"BVR",2019-07-24,"Copepoda",0.265204678362573,NA
"BVR",2019-07-24,"Cyclopoida",0.311278195488722,NA
"BVR",2019-07-24,"Daphnia",1.13684210526316,NA
"BVR",2019-07-24,"Kellicottia",0.105263157894737,NA
"BVR",2019-07-24,"Keratella",0.115789473684211,NA
"BVR",2019-07-24,"Nauplii",0.195321637426901,NA
"BVR",2019-07-24,"Polyarthra",0.184688995215311,NA
"BVR",2019-07-24,"Rotifera",0.137961926091825,NA
"BVR",2019-07-24,"Trichocerca",0.164912280701754,NA
"BVR",2019-07-25,"Ascomorpha",NA,NA
"BVR",2019-07-25,"Bosmina",NA,NA
"BVR",2019-07-25,"Calanoida",0.198830409356725,NA
"BVR",2019-07-25,"Ceriodaphnia",NA,NA
"BVR",2019-07-25,"Cladocera",0.813273568536726,NA
"BVR",2019-07-25,"Conochilus",0.105263157894737,NA
"BVR",2019-07-25,"Copepoda",0.251691729323308,NA
"BVR",2019-07-25,"Cyclopoida",0.33483709273183,NA
"BVR",2019-07-25,"Daphnia",0.813273568536726,NA
"BVR",2019-07-25,"Kellicottia",0.103508771929825,NA
"BVR",2019-07-25,"Keratella",0.106578947368421,NA
"BVR",2019-07-25,"Nauplii",0.170961887477314,NA
"BVR",2019-07-25,"Polyarthra",0.168421052631579,NA
"BVR",2019-07-25,"Rotifera",0.137593984962406,NA
"BVR",2019-07-25,"Trichocerca",0.168421052631579,NA
"BVR",2019-08-14,"Ascomorpha",NA,NA
"BVR",2019-08-14,"Bosmina",0.221052631578947,NA
"BVR",2019-08-14,"Calanoida",NA,NA
"BVR",2019-08-14,"Ceriodaphnia",0.405263157894737,NA
"BVR",2019-08-14,"Cladocera",0.784962406015038,NA
"BVR",2019-08-14,"Conochilus",NA,NA
"BVR",2019-08-14,"Copepoda",0.230576441102757,NA
"BVR",2019-08-14,"Cyclopoida",0.356390977443609,NA
"BVR",2019-08-14,"Daphnia",1.11578947368421,NA
"BVR",2019-08-14,"Kellicottia",0.105263157894737,NA
"BVR",2019-08-14,"Keratella",0.102105263157895,NA
"BVR",2019-08-14,"Nauplii",0.167669172932331,NA
"BVR",2019-08-14,"Polyarthra",NA,NA
"BVR",2019-08-14,"Rotifera",0.120221606648199,NA
"BVR",2019-08-14,"Trichocerca",0.347368421052632,NA
"BVR",2019-09-04,"Ascomorpha",NA,NA
"BVR",2019-09-04,"Bosmina",0.210526315789474,NA
"BVR",2019-09-04,"Calanoida",0.231578947368421,NA
"BVR",2019-09-04,"Ceriodaphnia",0.455789473684211,NA
"BVR",2019-09-04,"Cladocera",0.441647597254005,NA
"BVR",2019-09-04,"Conochilus",NA,NA
"BVR",2019-09-04,"Copepoda",0.309409888357257,NA
"BVR",2019-09-04,"Cyclopoida",0.496240601503759,NA
"BVR",2019-09-04,"Daphnia",0.621052631578947,NA
"BVR",2019-09-04,"Kellicottia",NA,NA
"BVR",2019-09-04,"Keratella",0.109473684210526,NA
"BVR",2019-09-04,"Nauplii",0.171745152354571,NA
"BVR",2019-09-04,"Polyarthra",0.105263157894737,NA
"BVR",2019-09-04,"Rotifera",0.144298245614035,NA
"BVR",2019-09-04,"Trichocerca",0.28,NA
"BVR",2019-10-04,"Ascomorpha",NA,NA
"BVR",2019-10-04,"Bosmina",0.288157894736842,NA
"BVR",2019-10-04,"Calanoida",0.193421052631579,NA
"BVR",2019-10-04,"Ceriodaphnia",0.481052631578947,NA
"BVR",2019-10-04,"Cladocera",0.426860254083485,NA
"BVR",2019-10-04,"Conochilus",0.115789473684211,NA
"BVR",2019-10-04,"Copepoda",0.259279778393352,NA
"BVR",2019-10-04,"Cyclopoida",0.317813765182186,NA
"BVR",2019-10-04,"Daphnia",0.452631578947368,NA
"BVR",2019-10-04,"Kellicottia",0.105263157894737,NA
"BVR",2019-10-04,"Keratella",0.113684210526316,NA
"BVR",2019-10-04,"Nauplii",0.174812030075188,NA
"BVR",2019-10-04,"Polyarthra",NA,NA
"BVR",2019-10-04,"Rotifera",0.132748538011696,NA
"BVR",2019-10-04,"Trichocerca",NA,NA
"BVR",2019-11-15,"Ascomorpha",NA,NA
"BVR",2019-11-15,"Bosmina",0.333157894736842,NA
"BVR",2019-11-15,"Calanoida",0.215789473684211,NA
"BVR",2019-11-15,"Ceriodaphnia",0.726315789473684,NA
"BVR",2019-11-15,"Cladocera",0.364593301435407,NA
"BVR",2019-11-15,"Conochilus",0.0982456140350877,NA
"BVR",2019-11-15,"Copepoda",0.266985645933014,NA
"BVR",2019-11-15,"Cyclopoida",0.360233918128655,NA
"BVR",2019-11-15,"Daphnia",0.631578947368421,NA
"BVR",2019-11-15,"Kellicottia",NA,NA
"BVR",2019-11-15,"Keratella",0.115789473684211,NA
"BVR",2019-11-15,"Nauplii",0.164736842105263,NA
"BVR",2019-11-15,"Polyarthra",0.142105263157895,NA
"BVR",2019-11-15,"Rotifera",0.122947368421053,NA
"BVR",2019-11-15,"Trichocerca",NA,NA
"BVR",2020-05-14,"Ascomorpha",NA,NA
"BVR",2020-05-14,"Bosmina",NA,NA
"BVR",2020-05-14,"Calanoida",NA,NA
"BVR",2020-05-14,"Ceriodaphnia",NA,NA
"BVR",2020-05-14,"Cladocera",0.628947368421053,NA
"BVR",2020-05-14,"Conochilus",0.112280701754386,NA
"BVR",2020-05-14,"Copepoda",0.219210526315789,NA
"BVR",2020-05-14,"Cyclopoida",0.297368421052632,NA
"BVR",2020-05-14,"Daphnia",0.628947368421053,NA
"BVR",2020-05-14,"Kellicottia",0.110526315789474,NA
"BVR",2020-05-14,"Keratella",NA,NA
"BVR",2020-05-14,"Nauplii",0.141052631578947,NA
"BVR",2020-05-14,"Polyarthra",0.0880382775119617,NA
"BVR",2020-05-14,"Rotifera",0.105263157894737,NA
"BVR",2020-05-14,"Trichocerca",NA,NA
"BVR",2020-06-04,"Ascomorpha",NA,NA
"BVR",2020-06-04,"Bosmina",NA,NA
"BVR",2020-06-04,"Calanoida",NA,NA
"BVR",2020-06-04,"Ceriodaphnia",NA,NA
"BVR",2020-06-04,"Cladocera",0.856140350877193,NA
"BVR",2020-06-04,"Conochilus",NA,NA
"BVR",2020-06-04,"Copepoda",0.24375,NA
"BVR",2020-06-04,"Cyclopoida",0.378947368421053,NA
"BVR",2020-06-04,"Daphnia",0.856140350877193,NA
"BVR",2020-06-04,"Kellicottia",0.105263157894737,NA
"BVR",2020-06-04,"Keratella",0.115789473684211,NA
"BVR",2020-06-04,"Nauplii",0.162631578947368,NA
"BVR",2020-06-04,"Polyarthra",0.0917293233082707,NA
"BVR",2020-06-04,"Rotifera",0.111842105263158,NA
"BVR",2020-06-04,"Trichocerca",0.221052631578947,NA
"BVR",2020-06-25,"Ascomorpha",NA,NA
"BVR",2020-06-25,"Bosmina",NA,NA
"BVR",2020-06-25,"Calanoida",NA,NA
"BVR",2020-06-25,"Ceriodaphnia",NA,NA
"BVR",2020-06-25,"Cladocera",0.755263157894737,NA
"BVR",2020-06-25,"Conochilus",0.105263157894737,NA
"BVR",2020-06-25,"Copepoda",0.196733212341198,NA
"BVR",2020-06-25,"Cyclopoida",0.304093567251462,NA
"BVR",2020-06-25,"Daphnia",0.868421052631579,NA
"BVR",2020-06-25,"Kellicottia",0.107894736842105,NA
"BVR",2020-06-25,"Keratella",0.106072874493927,NA
"BVR",2020-06-25,"Nauplii",0.148421052631579,NA
"BVR",2020-06-25,"Polyarthra",0.0842105263157895,NA
"BVR",2020-06-25,"Rotifera",0.109539473684211,NA
"BVR",2020-06-25,"Trichocerca",0.2,NA
"BVR",2020-07-02,"Ascomorpha",NA,NA
"BVR",2020-07-02,"Bosmina",NA,NA
"BVR",2020-07-02,"Calanoida",NA,NA
"BVR",2020-07-02,"Ceriodaphnia",NA,NA
"BVR",2020-07-02,"Cladocera",0.705263157894737,NA
"BVR",2020-07-02,"Conochilus",NA,NA
"BVR",2020-07-02,"Copepoda",0.226794258373206,NA
"BVR",2020-07-02,"Cyclopoida",0.328947368421053,NA
"BVR",2020-07-02,"Daphnia",0.83859649122807,NA
"BVR",2020-07-02,"Kellicottia",0.110526315789474,NA
"BVR",2020-07-02,"Keratella",0.0957894736842105,NA
"BVR",2020-07-02,"Nauplii",0.151578947368421,NA
"BVR",2020-07-02,"Polyarthra",NA,NA
"BVR",2020-07-02,"Rotifera",0.105263157894737,NA
"BVR",2020-07-02,"Trichocerca",NA,NA
"BVR",2020-08-06,"Ascomorpha",NA,NA
"BVR",2020-08-06,"Bosmina",0.203508771929825,NA
"BVR",2020-08-06,"Calanoida",0.147368421052632,NA
"BVR",2020-08-06,"Ceriodaphnia",0.344736842105263,NA
"BVR",2020-08-06,"Cladocera",0.360233918128655,NA
"BVR",2020-08-06,"Conochilus",0.0926315789473684,NA
"BVR",2020-08-06,"Copepoda",0.17504873294347,NA
"BVR",2020-08-06,"Cyclopoida",0.339473684210526,NA
"BVR",2020-08-06,"Daphnia",0.626315789473684,NA
"BVR",2020-08-06,"Kellicottia",0.115789473684211,NA
"BVR",2020-08-06,"Keratella",0.0992481203007519,NA
"BVR",2020-08-06,"Nauplii",0.146453089244851,NA
"BVR",2020-08-06,"Polyarthra",NA,NA
"BVR",2020-08-06,"Rotifera",0.132894736842105,NA
"BVR",2020-08-06,"Trichocerca",0.268421052631579,NA
"BVR",2020-08-12,"Ascomorpha",NA,NA
"BVR",2020-08-12,"Bosmina",NA,NA
"BVR",2020-08-12,"Calanoida",0.148421052631579,0.00148864585512905
"BVR",2020-08-12,"Ceriodaphnia",0.40219298245614,0.0663687943745268
"BVR",2020-08-12,"Cladocera",0.382894736842105,0.124674090367102
"BVR",2020-08-12,"Conochilus",NA,NA
"BVR",2020-08-12,"Copepoda",0.219,0.0631930165502507
"BVR",2020-08-12,"Cyclopoida",NA,NA
"BVR",2020-08-12,"Daphnia",0.321052631578947,0.305172400301563
"BVR",2020-08-12,"Kellicottia",0.126315789473684,NA
"BVR",2020-08-12,"Keratella",0.114542936288088,0.00920609936724836
"BVR",2020-08-12,"Nauplii",0.155570175438597,0.010110386432755
"BVR",2020-08-12,"Polyarthra",NA,NA
"BVR",2020-08-12,"Rotifera",0.143233082706766,0.0393427833141388
"BVR",2020-08-12,"Trichocerca",0.221052631578948,0.133978126961662
"BVR",2020-08-13,"Ascomorpha",NA,NA
"BVR",2020-08-13,"Bosmina",0.210526315789474,0.0148864585512955
"BVR",2020-08-13,"Calanoida",0.189473684210526,0.0446593756538871
"BVR",2020-08-13,"Ceriodaphnia",0.423031938821413,0.0451683144077775
"BVR",2020-08-13,"Cladocera",0.40694042799306,0.04171480143495
"BVR",2020-08-13,"Conochilus",0.126315789473684,0.0148864585512955
"BVR",2020-08-13,"Copepoda",0.230311890838207,0.0685052768517963
"BVR",2020-08-13,"Cyclopoida",NA,NA
"BVR",2020-08-13,"Daphnia",0.91578947368421,NA
"BVR",2020-08-13,"Kellicottia",0.105263157894737,0
"BVR",2020-08-13,"Keratella",0.111902834008098,0.00251924683175756
"BVR",2020-08-13,"Nauplii",0.166992481203007,0.000956986621154994
"BVR",2020-08-13,"Polyarthra",0.136842105263158,NA
"BVR",2020-08-13,"Rotifera",0.129540229885058,0.015972998916821
"BVR",2020-08-13,"Trichocerca",0.236842105263158,0.111648439134719
"BVR",2020-09-03,"Ascomorpha",NA,NA
"BVR",2020-09-03,"Bosmina",0.194736842105263,NA
"BVR",2020-09-03,"Calanoida",0.173684210526316,NA
"BVR",2020-09-03,"Ceriodaphnia",0.470445344129555,NA
"BVR",2020-09-03,"Cladocera",0.433684210526316,NA
"BVR",2020-09-03,"Conochilus",0.115789473684211,NA
"BVR",2020-09-03,"Copepoda",0.253070175438597,NA
"BVR",2020-09-03,"Cyclopoida",0.299368421052632,NA
"BVR",2020-09-03,"Daphnia",NA,NA
"BVR",2020-09-03,"Kellicottia",NA,NA
"BVR",2020-09-03,"Keratella",0.115789473684211,NA
"BVR",2020-09-03,"Nauplii",0.174162679425837,NA
"BVR",2020-09-03,"Polyarthra",NA,NA
"BVR",2020-09-03,"Rotifera",0.161556064073227,NA
"BVR",2020-09-03,"Trichocerca",0.305263157894737,NA
"BVR",2020-10-01,"Ascomorpha",NA,NA
"BVR",2020-10-01,"Bosmina",0.267368421052632,NA
"BVR",2020-10-01,"Calanoida",NA,NA
"BVR",2020-10-01,"Ceriodaphnia",0.573684210526316,NA
"BVR",2020-10-01,"Cladocera",0.390092879256966,NA
"BVR",2020-10-01,"Conochilus",NA,NA
"BVR",2020-10-01,"Copepoda",0.216776315789474,NA
"BVR",2020-10-01,"Cyclopoida",0.322488038277512,NA
"BVR",2020-10-01,"Daphnia",0.515789473684211,NA
"BVR",2020-10-01,"Kellicottia",NA,NA
"BVR",2020-10-01,"Keratella",0.115789473684211,NA
"BVR",2020-10-01,"Nauplii",0.16140350877193,NA
"BVR",2020-10-01,"Polyarthra",0.189473684210526,NA
"BVR",2020-10-01,"Rotifera",0.235627530364372,NA
"BVR",2020-10-01,"Trichocerca",0.335087719298246,NA
"BVR",2020-11-10,"Ascomorpha",NA,NA
"BVR",2020-11-10,"Bosmina",0.310526315789474,NA
"BVR",2020-11-10,"Calanoida",0.168421052631579,NA
"BVR",2020-11-10,"Ceriodaphnia",NA,NA
"BVR",2020-11-10,"Cladocera",0.519298245614035,NA
"BVR",2020-11-10,"Conochilus",NA,NA
"BVR",2020-11-10,"Copepoda",0.282957393483709,NA
"BVR",2020-11-10,"Cyclopoida",0.285645933014354,NA
"BVR",2020-11-10,"Daphnia",0.936842105263158,NA
"BVR",2020-11-10,"Kellicottia",NA,NA
"BVR",2020-11-10,"Keratella",0.0947368421052632,NA
"BVR",2020-11-10,"Nauplii",0.15719298245614,NA
"BVR",2020-11-10,"Polyarthra",0.185645933014354,NA
"BVR",2020-11-10,"Rotifera",0.156275303643725,NA
"BVR",2020-11-10,"Trichocerca",NA,NA
"BVR",2020-12-02,"Ascomorpha",0.136842105263158,NA
"BVR",2020-12-02,"Bosmina",0.335338345864662,NA
"BVR",2020-12-02,"Calanoida",0.224561403508772,NA
"BVR",2020-12-02,"Ceriodaphnia",NA,NA
"BVR",2020-12-02,"Cladocera",0.349282296650718,NA
"BVR",2020-12-02,"Conochilus",0.107894736842105,NA
"BVR",2020-12-02,"Copepoda",0.266315789473684,NA
"BVR",2020-12-02,"Cyclopoida",0.299122807017544,NA
"BVR",2020-12-02,"Daphnia",0.642105263157895,NA
"BVR",2020-12-02,"Kellicottia",NA,NA
